ID_str,Provincia (from import_estudiantes strapi) (from ESTUDIANTE),CCAA - PROVINCIAS (from Universidad Vinculada) (from ESTUDIANTE),Universidad Vinculada (from ESTUDIANTE) 2,Universidad (from import_estudiantes strapi) (from ESTUDIANTE),title_str,summary_str,tags_str,language_str,sector_str,Impacto_premios_str,Sostenibilidad_premios_str,Innovación_premios_str,Viabilidad_premios_str,Categorías_premios_str,hiding_reason_str,Score_tfx,Titulación (from import_estudiantes strapi) (from ESTUDIANTE)
177,,,,,Análisis de la accidentabilidad de los Vehículos de Movilidad Personal y bicicletas en Donostia - San Sebastián: factores asociados y propuestas de mejora,"Este proyecto analiza en profundidad el fenómeno de la micromovilidad urbana y sostenible y la accidentabilidad de los Vehículos de Movilidad Personal (VMP) y bicicletas en Donostia - San Sebastián. Se examina la legislación vigente y se analizan variables temporales, situacionales y personales sobre los accidentados. Finalmente, se elabora una propuesta de ordenanza municipal y medidas adicionales con las que reducir la accidentabilidad y promover una mayor seguridad urbana.","Sostenibilidad,Movilidad sostenible",Castellano,Movilidad y Transporte,"Mi TFG fue premiado en 2023 con el Premio ""Jean Pinatel"" del Instituto Vasco de Criminología y quedó finalista en la categoría de Sostenibilidad de los Premios Mondragón 2023, compitiendo contra más de 250 TFM y TFG de otras 37 universidades. Actualmente está siendo utilizado por el Departamento de Movilidad del Ayuntamiento de Donostia-San Sebastián para la creación de la nueva Ordenanza Municipal de Circulación, impactando directamente en la seguridad vial urbana y la movilidad sostenible.","Desde el inicio, el trabajo promueve la movilidad activa y sostenible, analizando en profundidad la accidentabilidad de VMPs y bicicletas y proponiendo medidas normativas, educativas y urbanísticas. Su objetivo es reducir lesiones, fomentar medios de transporte no contaminantes y generar un entorno urbano más seguro, accesible y justo para todos los ciudadanos, reforzando el compromiso con la salud pública, la equidad social y la lucha contra el cambio climático.","Este proyecto es pionero en aplicar modelos de análisis criminológico y sistémico (p.e. el modelo Swiss Cheese y el sistema HFACS) al ámbito de la movilidad urbana, combinando datos empíricos, normativa comparada a nivel nacional e internacional y una propuesta legislativa innovadora. Se analizan exhaustivamente 18 variables distintas relacionadas con la accidentabilidad de Donostia. Su enfoque transversal y riguroso ha sido clave para su reconocimiento institucional y su aplicabilidad real.","La propuesta no es meramente teórica: ha sido validada y adoptada por el Ayuntamiento de San Sebastián, lo que demuestra su utilidad y viabilidad. Incluye una ordenanza detallada, medidas escalables y un análisis riguroso de datos, lo que permite su implementación inmediata en el ámbito municipal, con potencial para ser replicado en otras ciudades, especialmente ante el creciente uso de VMPs y bicicletas y el impulso a la movilidad sostenible urbana a nivel global. ","Sostenibilidad,Innovación social",,39,
163,,MADRID,Universidad Politécnica de Madrid,Universidad Politécnica de Madrid - UPM,Despliegue en un entorno real de UPMGo: Sistema de viajes compartidos,"UPMGo es una aplicación Web desarrollada en Spring y Angular que realicé en mi Trabajo de Fin de Grado de Ingeniería del Software. Esta ofrece a los alumnos de la Universidad Politécnica de Madrid un servicio personalizado de carpooling. 
En este proyecto, se lleva a cabo el proceso de construcción de una infraestructura en la nube, poniendo en producción UPMGo, lo que permite llevar a cabo su mantenimiento de forma rápida y sencilla mediante integraciones y despliegues continuos. ","Sostenibilidad,Nuevas tecnologías",Castellano,Movilidad y Transporte,"UPMGo es una herramienta que transforma la experiencia universitaria y fomenta la colaboración entre estudiantes. Facilita el carpooling, mejorando la calidad de vida y alineándose con las metas de sostenibilidad global. Este proyecto muestra cómo la innovación tecnológica puede impulsar un cambio positivo y promoviendo prácticas de movilidad sostenible. UPMGo representa un paso hacia comunidades universitarias más unidas y sostenibles, beneficiando a estudiantes y al planeta.","El proyecto UPMGo aborda la sostenibilidad al responder a la necesidad de la comunidad universitaria de compartir viajes de manera segura y eficiente, reduciendo la huella de carbono al facilitar el carpooling, al disminuir el uso de vehículos personales y el tiempo de desplazamiento. Además, UPMGo se alinea con los ODS de la ONU, promoviendo ciudades más sostenibles (Objetivo 11) y combatiendo el cambio climático (Objetivo 13).","UPMGo es la primera aplicación de carpooling que permite a los miembros de una comunidad universitaria compartir viajes de forma rápida, ya que a diferencia del resto de aplicaciones únicamente permite compartir viajes que tengan como destino u origen un campus o escuela de la universidad, y segura, al estar su uso limitado a los miembros de esta comunidad. Además, esta aplicación por su desarrollo es altamente escalable, pudiendo implementarse fácilmente en el resto de universidades de España. ","La viabilidad de UPMGo se basa en su capacidad para satisfacer la necesidad de desplazamientos diarios en la comunidad universitaria. La aplicación aborda la falta de opciones de carpooling para estudiantes. Su implementación es adaptable a diferentes universidades. Además, mejora la calidad de vida de los usuarios y fomenta la colaboración, generando un impacto positivo en el ámbito social y empresarial al optimizar recursos y contribuir a un entorno más responsable.","Sostenibilidad,Nuevas tecnologías",,33,Ingeniería de Software
372,,MADRID,Universidad Politécnica de Madrid,Universidad Politécnica de Madrid - UPM,OPCIONES PARA LA MEJORA DE LA CALIDAD DEL AIRE EN ENTORNOS URBANOS A TRAVÉS DE MEDIDAS EN EL SECTOR DEL TRÁFICO RODADO,"La contaminación del aire causa 6,7 millones de muertes anuales y altos costes económicos. Este TFM analiza 25 medidas para reducir el impacto del tráfico rodado en la calidad del aire, agrupadas en seis categorías: control de acceso, gestión del estacionamiento, infraestructura, transporte sostenible, urbanismo y tecnología. Es necesario combinar estrategias para lograr resultados, involucrar a ciudadanía y empresas, y considerar factores como economía, equidad y otros beneficios ambientales.","Sostenibilidad,Salud,Movilidad sostenible",Castellano,Movilidad y Transporte,"El proyecto tiene un alto potencial para impulsar prácticas de innovación sostenible al analizar medidas eficaces para reducir la contaminación del aire por tráfico. Propone estrategias complementarias que pueden guiar políticas públicas más sostenibles, fomentando además la participación ciudadana, la equidad social y la adopción de soluciones tecnológicas, urbanas y de movilidad limpia.","El proyecto integra la sostenibilidad en todas sus fases, al evaluar medidas que reducen la contaminación urbana desde un enfoque ambiental, social y económico. Promueve un cambio hacia modelos de movilidad sostenible, analiza su viabilidad y equidad, y plantea propuestas a largo plazo, demostrando un compromiso real con ciudades más limpias, saludables y resilientes.","El proyecto es innovador por su enfoque integral y comparativo de 25 medidas para mejorar la calidad del aire urbano desde el tráfico rodado. No se limita a evaluar tecnologías o políticas aisladas, sino que analiza sinergias, barreras y efectos combinados. Además, incorpora perspectivas técnicas, sociales y económicas, proponiendo soluciones adaptables y realistas que integran sostenibilidad, innovación tecnológica y planificación urbana.","El proyecto es viable y aplicable tanto en contextos empresariales como sociales, ya que ofrece medidas concretas y adaptables para reducir emisiones del tráfico, muchas ya implementadas con éxito en ciudades europeas. Su enfoque permite a administraciones y empresas tomar decisiones informadas, promover la movilidad sostenible y mejorar la salud pública, alineándose con objetivos ambientales y de responsabilidad social.","Sostenibilidad,Salud",,39,Máster en Ingeniería Industrial
481,Paises Bajos,,,TU Delft,Assessment of the formation flight partner allocation problem for commercial aircraft,"Este TFG desarrolla un software pionero que demuestra la viabilidad del vuelo en formación, resolviendo en minutos la asignación óptima de aeronaves, trayectorias ideales y horarios mediante programación lineal entera mixta (MILP), filtros heurísticos y computación paralela. Logra ahorros del 10% en combustible y emisiones de CO₂, reduciendo significativamente los costes operativos y validando esta técnica como solución inmediata hacia una aviación comercial más sostenible.","Diseño y simulación,Logística,Operaciones,Nuevas tecnologías,Movilidad sostenible,Sostenibilidad,Cooperación Internacional",Inglés,Movilidad y Transporte,"El proyecto tiene un impacto significativo al demostrar que el vuelo en formación, aplicable con la tecnología aeronáutica actual, puede implementarse inmediatamente reduciendo hasta un 10% tanto el consumo de combustible como las emisiones de CO₂ en aviación comercial. Además, mejora la capacidad del sistema actual de gestión del tráfico aéreo (ATM). Al ofrecer un software eficiente, accesible y abierto, impulsa la rápida adopción global de prácticas innovadoras y sostenibles.","El proyecto demuestra un sólido compromiso con la sostenibilidad desde su concepción hasta su implementación práctica mediante un software eficiente, transparente y abierto. Al aprovechar tecnologías existentes, evita desarrollos adicionales contaminantes. Facilita ahorros inmediatos en combustible y emisiones, promoviendo prácticas innovadoras y sostenibles a largo plazo para aerolíneas y gestores del tráfico aéreo.","El proyecto es innovador al abordar por primera vez integralmente el problema del vuelo comercial en formación, combinando asignación óptima de aeronaves, trayectorias y horarios en un único software. Mediante métodos avanzados como programación lineal entera mixta, filtros heurísticos personalizados y computación paralela, logra resolver rápidamente un problema hasta ahora intratable, ofreciendo una solución práctica, inmediata y sostenible para la industria aérea actual.","El proyecto es altamente viable empresarialmente al demostrar ahorros inmediatos del 10% en costes y emisiones sin requerir modificaciones tecnológicas adicionales, utilizando la infraestructura aeronáutica y de tráfico aéreo existente. Socialmente, responde a demandas urgentes de sostenibilidad en aviación, facilitando su adopción con un software accesible y eficiente que impulsa la colaboración entre aerolíneas y gestores, beneficiando directamente tanto al sector como a la sociedad en general",Sostenibilidad,,43,Ingeniería Aeroespacial
491,Vizcaya,"PAÍS VASCO,BIZKAIA",Universidad del País Vasco,Universidad del País Vasco - UPV EHU,La Responsabilidad Penal de los Conductores y de otros Actores en los supuestos planteados por los Vehículos Autónomos Terrestres ,"Los vehículos autónomos terrestres han tenido un gran desarrollo últimamente, lo que previsiblemente conllevará la generalización de su uso como producto de consumo y sus riesgos en el ordenamiento jurídico. En este contexto, siendo el Derecho Penal el último y más robusto escudo para proteger los bienes jurídicos más críticos, es importante que se prevea esta nueva circunstancia. El trabajo presenta respuestas a cuestiones de responsabilidad penal que surgen de este fenómeno.","Nuevas tecnologías,Economía ",Castellano,Movilidad y Transporte,"Considero que mi TFG puede contribuir al debate jurídico sobre la responsabilidad penal en el contexto de los vehículos autónomos y los cambios necesarios de las bases del Derecho Penal ante nuevas realidades de nuestros tiempos. Asimismo, creo que planteo ciertas ideas sobre la imputación de responsabilidad en accidentes o incidentes con vehículos autónomos donde hay diferentes actores en juego. En general la sociedad podría beneficiarse de un marco jurídico más claro sobre estos vehículos.","Al proponerse un marco jurídico entorno a la responsabilidad de diferentes actores que participan en accidentes relacionados con vehículos autónomos terrestres, se da mayor seguridad jurídica en un sector que si se expande podría revolucionar el sector del transporte de mercancías y personas. En concreto, los vehículos autónomos se han mostrado más eficientes, energéticamente hablando, que los vehículos con conductores humanos. De esta forma, se logra un menor impacto medioambiental a la larga.","En relación al tema que trato, considero que existe poca literatura que desarrolle el mismo en profundidad y se enfoque concretamente en su esfera jurídica. Además, la propia materia al tratar ya de por sí una tecnología innovadora, todo desarrollo en cuanto ésta tendrá la misma naturaleza innovadora para juristas, legisladores y operadores jurídicos pero también para las empresas de esta industria emergente.
En todo caso, este TFG podría estar adelantándose a muchos problemas jurídicos futuros.","Creo que mi TFG podría servir para dilucidar soluciones a problemas jurídicos futuros para las empresas de este sector, reduciendo riesgos legales y dando mayor certeza para su cumplimiento normativo. Esto podría beneficiar a las empresas aseguradoras.

Por otro lado, será positivo para los ciudadanos en cuanto a la protección de sus derechos ante accidentes involucrando este tipo de vehículos. Además, se dan recomendaciones sobre políticas públicas y potenciales vacíos legales.","Nuevas tecnologías,Innovación social,Sostenibilidad",,34,Derecho
538,,"PAÍS VASCO,BIZKAIA",Universidad del País Vasco,Universidad del País Vasco - UPV EHU,Desarrollo y optimización de cátodos basados en LMFP,"La investigación ha girado en torno al almacenamiento de energía y se ha desarrollado en la empresa CIDETEC Energy Storage. Se han creado baterías para vehículos eléctricos en las que, solo se ha modificado el cátodo con el fin de estudiar su procesabilidad (propiedades reológicas y adhesivas) y sus características electroquímicas. Comparando los resultados, se ha llevado a cabo la optimización de la formulación de la tinta, elemento clave en la fabricación del cátodo. ","Consumo,Economía circular,Energías renovables,Movilidad sostenible,Nuevas tecnologías,Optimización de procesos,Prototipado,Sostenibilidad,Validación y testeo",Euskera,Movilidad y Transporte,"El proyecto impulsa la innovación sostenible optimizando cátodos para baterías de camiones eléctricos, mejorando eficiencia y seguridad. Esto acelera la movilidad limpia, reduciendo combustibles fósiles y residuos. Además, contribuye a los ODS especialmente en energía limpia, innovación industrial y acción climática. La mejora en las baterías fomenta el uso de energías renovables y reduce la huella de carbono en el sector del transporte pesado. ","El proyecto aplica sostenibilidad en todas sus etapas, optimizando materiales y fabricación. La reducción de disolventes tóxicos y el uso eficiente de los recursos minimizan el impacto ambiental, promoviendo una producción más limpia. Además, el diseño de experimentos aplicado garantiza que las mejoras tecnológicas sean implementadas de manera eficiente y sostenible, asegurando que los avances en almacenamiento energético sean compatibles con un modelo de desarrollo responsable.","Aplicando la metodología Design of Experiment (DOE) se optimiza la formulación del cátodo con materiales LMFP. Esta técnica permite una mejora sistemática del rendimiento electroquímico de las baterías, superando formulaciones estándar previas. La investigación no solo avanza en el desarrollo de baterías más eficientes y seguras, sino que también introduce un modelo de optimización basado en datos que puede aplicarse a otras áreas de almacenamiento energético, marcando un hito en la industria.","La viabilidad es alta, respondiendo a la demanda de baterías de alto rendimiento en el sector del transporte eléctrico, especialmente en camiones. Su aplicación permite a las empresas optimizar su producción sin comprometer la sostenibilidad ni la seguridad. Además, la validación experimental y la colaboración con CIDETEC Energy Storage aseguran que las mejoras desarrolladas puedan ser escaladas a nivel industrial, facilitando la implementación de soluciones más eficientes en el mercado.","Sostenibilidad,Nuevas tecnologías",,39,QUÍMICA
584,Madrid,MADRID,ESIC,ESIC Universidad,"Diseño de una plataforma SaaS para la personalización de primas de seguros vehiculares mediante IoT, Artificial Intelligence y Machine Learning","Creación de un modelo de negocio que utilizaIoT, AI y Machine Learning para ajustar las primas de seguros de automóviles según el comportamiento de los conductores, recompensando las prácticas de conducción seguras con tarifas más bajas acorde al análisis de la conducción del usuario fomentando conductas responsables, reduciendo los costos de las aseguradoras, disminuyendo los riesgos de siniestralidad vehicular, precios de primas más asequibles y mejorando la percepción de los usuarios.","Data Science,Desarrollo Software,IoT,Modelo de negocio,Nuevas tecnologías",Castellano,Movilidad y Transporte,"El proyecto impulsa la innovación sostenible en el sector asegurador al integrar IoT, IA y ML para ajustar primas según el comportamiento real. Esto fomenta la conducción responsable, reduce siniestros y optimiza costos operativos, contribuyendo a la sostenibilidad ambiental mediante la disminución de accidentes y emisiones, y estableciendo un nuevo estándar en prácticas innovadoras y sostenibles.","El proyecto integra IoT, IA y ML para personalizar primas, incentivando una conducción responsable y reduciendo accidentes y emisiones. Su implementación y evolución fomentan prácticas sostenibles en el sector asegurador, generando un impacto positivo a largo plazo en la seguridad vial y la sostenibilidad.","El proyecto es innovador porque integra IoT, IA y ML para personalizar primas en tiempo real según el comportamiento del conductor. Transforma el seguro tradicional en una solución activa que reduce siniestros, optimiza costos y fomenta la conducción responsable.","El proyecto es altamente viable en el contexto empresarial y social, ya que responde a la necesidad de innovar el sector asegurador. La integración de IoT, IA y ML permite personalizar primas, reducir siniestros y optimizar costos operativos, promoviendo además la conducción responsable. La implementación de una plataforma SaaS de marca blanca facilita su adopción por aseguradoras, generando beneficios económicos y mejorando la seguridad vial.",Nuevas tecnologías,,30,MBA
610,,,Instituto Tecnológico de Massachusetts - MIT,Instituto Tecnológico de Massachusetts - MIT,Predicting mobility choice and community connectivity in Latin America,"Este proyecto aborda desafíos de movilidad en regiones en desarrollo de América Latina, como la recolección de datos y la coexistencia de transporte formal e informal. Se desarrolló una herramienta con un modelo de ML que predice la elección de transporte individual a partir de una encuesta. Su eficacia se valida con la simulación de dos escenarios sostenibles que reducen significativamente las emisiones de CO2. Apoya a instituciones a mejorar el impacto social y alinearse con los ODS.","Data Science,Desarrollo Software,Medición de impacto,Movilidad sostenible,Sostenibilidad,Urbanismo,Nuevas tecnologías",Inglés,Movilidad y Transporte,"Este proyecto se ha publicado en una revista Q1 (Case Studies on Transport Policy) debido a la originalidad y el potencial que se le vió. https://www.sciencedirect.com/science/article/pii/S2213624X25000240
Hay 2 instituciones de la región del caso de estudio que han mostrado interés por la herramienta desarrollada de Inteligencia Artificial. La herramienta, tal y como se detalla en el proyecto y en el artículo científico, ha demostrado ser fiable y coherente con los resultados mostrados.
","La investigación está alineada de principio a final con la movilidad sostenible.  Está alineada con los ODS de la Agenda 2030 de las Naciones Unidas (sección de impactos). Una de las principales contribuciones del proyecto es su aporte al ODS 11, al promover la creación de comunidades y ciudades sostenibles mediante escenarios que impulsan entornos con emisiones netas cero. Estos también están estrechamente vinculados al ODS 13, al mitigar el cambio climático y reducir la huella de carbono.","El aporte innovador radica en utilizar una encuesta, una base de datos poco común en estos estudios, dadas las pocas investigaciones similares en América Latina (esto se explica de manera detallada en la sección 2 del proyecto). Predecir la movilidad informal es un hallazgo clave para futuros descubrimientos. Además, la incorporación de la Inteligencia Artificial resulta determinante, superando el análisis estadístico tradicional.","El proyecto ha demostrado ser viable, original e innovador. Durante el desarrollo del proyecto, fueron 2 las entidades públicas y privadas, que mostraron interés en la herramienta. Simplemente hay que implantarla (el desarrollo del código está incluido en un link a Github en el artículo científico). Además, predecir la elección de movilidad de las personas, permite anticiparte a muchos aspectos como la optimización de rutas y la implementación de políticas públicas efectivas.","Nuevas tecnologías,Sostenibilidad,Innovación social",,39,MSc. Industrial Engineering
611,Valencia,"VALENCIA,VALENCIA",Universidad Europea de Valencia,Universidad Europea Miguel de Cervantes,Optimización de la Selección de Proyectos para la Compensación de CO2: Un Enfoque Algorítmico,"Este proyecto tiene como objetivo ayudar a Astara SA a ser neutra en emisiones de carbono para 2027. El algoritmo, denominado AHP-COPS (Analytic Hierarchy Process - Carbon Offset Portfolio Selector), optimiza la selección de proyectos de compensación de CO2 utilizando criterios definidos con Astara. La herramienta COPS facilita esta selección mediante una interfaz amigable y permite generar un ranking de proyectos, considerando variables como CO2 compensado, precio, certificación y cobeneficios.","Desarrollo Software,Sostenibilidad,Estadística",Castellano,Movilidad y Transporte,"Este TFG impulsa la adopción de innovación sostenible a través de un algoritmo (AHPCOPS) y su herramienta (COPS), que optimizan la selección de proyectos de compensación de CO2 para Astara SA. Este proceso fomenta prácticas de sostenibilidad, aprovecha la digitalización y ofrece un modelo replicable, acelerando la neutralidad en carbono y promoviendo la responsabilidad ambiental.","Este TFG, en todas sus etapas, integra criterios ambientales y de responsabilidad social, optimizando la selección de proyectos de compensación de CO2. La colaboración con Astara SA, la actualización continua de COPS y la priorización de criterios sostenibles evidencian un enfoque consistente, asegurando un impacto positivo a largo plazo en la gestión de emisiones.","La originalidad radica en fusionar el proceso analítico jerárquico (AHP) con una herramienta digital (COPS) para priorizar proyectos de compensación de CO2 de forma clara y adaptable. Lejos de ser una lista estática, la solución incorpora criterios de sostenibilidad, impacto económico y viabilidad, logrando así un método dinámico, replicable y orientado a resultados que impulsa la innovación en la gestión del carbono.","Este proyecto, entregado y validado por Astara, ofrece una solución práctica y escalable para gestionar la compensación de emisiones de CO2. Al combinar un sólido criterio analítico (AHP) con una herramienta intuitiva (COPS), asegura decisiones objetivas y eficientes, alineadas con metas de sostenibilidad corporativas y exigencias regulatorias. Impulsa un cambio positivo en la sociedad, promoviendo acciones responsables frente al cambio climático y fortaleciendo la reputación corporativa.","Nuevas tecnologías,Sostenibilidad",,40,Ingeniería de Organización Industrial
628,Granada,"GRANADA,ANDALUCÍA",Universidad de Granada,Universidad de Granada,Análisis del proceso de contratación de conductores extracomunitarios para optimizar la gestión de personal en el transporte internacional de mercancías en España.,El proceso de contratación de conductores extracomunitarios para trasnporte internacional de mercancía. ,"Optimización de procesos,Colectivos migrantes,Logística",Castellano,Movilidad y Transporte,,,,,,,,Máster Universitario en Gestión Administrativa y Asesoría Jurídica de la Empresa
659,,MADRID,Universidad Carlos III de Madrid,Universidad Carlos III de Madrid - UC3M,Reducción de las pérdidas energéticas por rozamiento en furgonetas a través de control activo del flujo,"El principal objetivo es el estudio de estrategias de control activo en el rozamiento del aire sobre una furgoneta a escala. Estos métodos reducen el efecto perjudicial de la separación de la capa límite en el rendimiento del vehículo, lo que se traduce en una disminución del combustible y las emisiones. Para ello cuatro válvulas expulsan aire a presión a través de unas ranuras en la parte trasera de la furgoneta a velocidad, fase y frecuencia optimizadas con algoritmos genéticos.","Consumo,Movilidad sostenible,Sostenibilidad",Inglés,Movilidad y Transporte,"La inclusión en los años 70 de elementos aerodinámicos pasivos en camiones y furgonetas supuso un gran cambio. Estudios mostraron reducciones del rozamiento de hasta un 35% con un ahorro del 6% en combustible. Este TFG propone un sistema activo que mitiga la recirculación trasera, reduciendo el rozamiento en un 9% y el consumo en un 4.5%. En Europa, con el aumento del transporte de mercancías, y por tanto de emisiones, esta solución tendría un impacto económico y ambiental significativo.","Además del ahorro de combustible, este proyecto busca la sostenibilidad en sus medios. Los diseños a escala 1:17 usan PLA reciclado y reciclable. La optimización de actuadores con algoritmos genéticos reduce los ensayos y la energía. Frente a la lenta y costosa electrificación, esta solución para vehículos de combustión ofrece una reducción de emisiones a corto-medio plazo. Su diseño modular busca facilitar recambios y durabilidad, promoviendo la reducción de residuos y la economía circular.","Con la mejora aerodinámica, la velocidad de los vehículos y el rozamiento aumentaron. Esto se tradujo en un aumento progresivo del consumo de combustible. Así, en los 70 se implementaron soluciones pasivas para el control del flujo. Sin embargo, hasta ahora ningún vehículo comercial ha incorporado control activo del rozamiento. Este TFG propone una alternativa que, a través de machine learning, ajusta la expulsión de aire según el las condiciones, maximizando su eficiencia y adaptabilidad.","Este proyecto se posiciona como una medida transitoria que, por una parte, disminuye las emisiones de los vehículos de transporte de mercancías, pero por otra parte no supone renovar toda la flota de camiones y furgonetas, sino hacer leves modificaciones en su estructura sin perder apenas capacidad de carga. Esto es una característica clave para la aceptación de medidas ambientales que muchas veces no es tenida en cuenta por la clase política al promover leyes restrictivas con la movilidad. ","Sostenibilidad,Nuevas tecnologías",,,Ingeniería Aeroespacial
661,,"NAVARRA ,GIPUZKOA",Universidad de Navarra,Universidad de Navarra - UNAV,Crisalion Mobility: Where to land the first Spanish aerotaxi company?,"Carlos Poveda, fundador de Crisalion Mobility, centra sus esfuerzos en obtener la certificación EASA para lanzar su eVTOL en 2030. A pesar de que para entonces ya habrá competidores operando, su objetivo es posicionar a Crisalion como referente en España y a nivel internacional. En un sector emergente, con proyecciones de hasta 340 mil millones de dólares en 2040, actuar con estrategia será clave para asegurar el éxito comercial y hacer más accesible la movilidad aérea sostenible.","Movilidad sostenible,Energías renovables,Emprendimiento,Estrategia,Sostenibilidad,Urbanismo",Inglés,Movilidad y Transporte,"Analiza la estrategia de expansión internacional de Crisalion. El proyecto promueve la innovación sostenible al evaluar la viabilidad financiera, legal y tecnológica del despliegue de eVTOLs. Su impacto reside en facilitar una movilidad limpia, segura y eficiente en entornos urbanos teniendo un impacto en la decisión de la empresa de expansión y proponiendo un modelo a empresas similares para decidir dónde expandirse y facilitar su desarrollo para hacer la movilidad aérea más sostenible.","El proyecto demuestra un compromiso genuino con la sostenibilidad al centrarse en la introducción de eVTOLs, una alternativa eléctrica y no contaminante al transporte urbano tradicional. Desde su concepción, promueve la movilidad limpia alineada con los objetivos de la Agenda 2030, integrando criterios ambientales, económicos y sociales en la elección del mercado y modelo de negocio, y garantizando un crecimiento responsable en el tiempo.","El proyecto es innovador porque aplica un marco analítico multidimensional —basado en el índice UMIA y el método AHP— para seleccionar estratégicamente la ciudad ideal para lanzar un aerotaxi eléctrico. Integra variables financieras, tecnológicas, regulatorias y sociales en un sector emergente como el de los eVTOLs, ofreciendo un enfoque pionero y replicable para la implementación sostenible de nuevas formas de movilidad urbana algo de lo que no hay mucho dada la novedad de la industria.","El proyecto es viable y pertinente, ya que responde a una necesidad real de transformación del transporte urbano ante la congestión y la crisis climática. Su aplicabilidad se demuestra al proponer un modelo para la expansión internacional de eVTOLs, con base en datos reales y criterios replicables. Además, ofrece a empresas como Crisalion una hoja de ruta para entrar en mercados clave con un impacto económico y social positivo siendo la propia empresa la que solicitó que realizase este TFG. ","Sostenibilidad,Nuevas tecnologías",,38,Derecho y Administración y Dirección de Empresas
696,,"BARCELONA,CATALUÑA,MADRID",EAE Business School,EAE Business School,SharetoGo,"SharetoGo es la herramienta que permite a las empresas que sus empleados compartan coche para los trayectos diarios. Mediante nuestra aplicación, los conductores ofrecen sus plazas libres y son los compañeros de trabajo los que se añaden al coche que más les convenga.  De esta manera, reducimos muchísimo los efectos tan adversos que supone el coche para el medioambiente.. 

","Economía circular,Movilidad sostenible,Sostenibilidad,Urbanismo",Castellano,Movilidad y Transporte," SharetoGo tiene un impacto brutal para la sostenibilidad de las ciudades, siendo clave la idea de reducir los coches en circulación y aprovechar las plazas libres de todos los coches que hay en la carretera. 

Si toda la fuerza laboral se consciencia mediante una plataforma que estamos desarrollando y en muy poco estará disponible para ofrecer a las fieferentes empresas, de que compartir coche es una solución muy óptima, todos ganamos. 


","Para nosotros uno de los pilares es la sostenibilidad y evitar la degradación de las ciudades, al máximo. 
Creemos en una economía circular y en un aprovechamiento al máximo de los recursos que ayude al planeta. 
Las acciones que haga una persona, sí que tienen que ser significativas para el global. ","Creo que SharetoGo, además de ser un proyecto liderado por mí y creado por nuestro equipo, formado por 2 personas programadoras, es un proyecto muy innovador por el hecho de que no existen multitud de opciones para gestionar la movilidad diaria de los trabajadores a sus empresas, y que realmente estamos malgastando y dañando el planeta. 
Queremos conectar a compañeros, para ahorrar gastos y energía. ","Dado que al proyecto a fecha de Mayo 2025 le quedan unas semanas para lanzarse al mercado, es un gran proyecto el cual llevamos más de  2 años trabajando en ello, tiene una aplicación total en el contexto empresarial. 

Siendo una idea de negocio basada en que las empresas pagan una suscripción mínima para que nosotros le pongamos a disipoción la aplicación, y además SharetoGo se llevará un % mínimo de los trayectos. 

Los cálculos están más que hechos. ","Innovación social,Sostenibilidad",,38,ADE
722,,"BARCELONA,CATALUÑA",Pompeu Fabra,Universidad Pompeu Fabra - UPF,Rodalinets: desenvolupament d’un sistema d'informació en temps real per a la xarxa ferroviària,"Per millorar la fiabilitat de la xarxa de Rodalies, es proposa un sistema col·laboratiu basat en una app mòbil, un back-end i models d'aprenentatge automàtic. Utilitzant dades en temps real generades pels usuaris, com la ubicació, el sistema proporcionarà informació precisa sobre l’estat de la xarxa. Aquesta solució resol les inconsistències entre horaris oficials i operativa real, especialment en hores punta o incidències.","Urbanismo,Turismo,Nuevas tecnologías,Data Science,Desarrollo Software,Sostenibilidad,UX,Validación y testeo",Valenciano/Catalán,Movilidad y Transporte,,,,,,,,Ingeniería Informática
